curp,nombre,a_paterno,a_materno,calle_num,municipio,cp,colonia,estado,tel_casa,tel_celular,email,fotografia,facultad,instituto,unidad,es_alumno,es_academico,es_trabajador
CATS020510MCBEZK99,MACARIO,CASTRO,TOLEDO,Cahitas Edif 2 201 Zona 2,Coyoacán,44400,Unidad Ctm Culhuacan,Cuidad de México,5595932943,5647472673,macariotoledo02@odontologia.unam.mx,proyecto/data/photos/photo_CATS020510MCBEZK99.png,Facultad de Odontología,No aplica,No aplica,True,False,False
NAGA810307MCOLHJ59,HECTOR,NAVARRO,GRAJALES,MINERIA 71 BODEGA B4,Miguel Hidalgo,11800,ESCANDON,Cuidad de México,5615844948,5600908341,hectornavarro81@dgdc.unam.mx,proyecto/data/photos/photo_NAGA810307MCOLHJ59.jpg,No aplica,No aplica,Universum,False,False,True
GUMJ000113MTGNXG25,ENRIQUE,GUZMAN,MURILLO,Granadas Ma.389 Lt.12 Zn.3,Iztapalapa,96900,Santiago Acahualtepec,Cuidad de México,5573397294,5690807482,enriquemurillo00@enallt.unam.mx,proyecto/data/photos/photo_GUMJ000113MTGNXG25.jpg,"Escuela Nacional de Lenguas, Lingüística y Traducción",No aplica,No aplica,True,False,False
MOCM070904MYCVBW19,CONSTANCIO,MORALES,COB,AV DEL TRABAJO LT-14 MZ-22,Xochimilco,16200,SANTIAGO TEPALCATLALPAN,Cuidad de México,5622023035,5628212513,constanciocob07@ciencias.unam.mx,proyecto/data/photos/photo_MOCM070904MYCVBW19.png,Facultad de Ciencias,No aplica,No aplica,True,False,False
BEOJ010912MCSGGO99,EDGAR,BENITEZ,OLVERA,"Cl. SUR 107, 320",Iztapalapa,90900,HEROES DE CHURUBUSCO,Cuidad de México,5543087587,5612609384,edgarbenitez01@quimica.unam.mx,proyecto/data/photos/photo_BEOJ010912MCSGGO99.jpg,Facultad de Química,No aplica,No aplica,True,False,False
RUBS040124MCMPWY35,ALFONSO GUADALUPE,RUBALCAVA,BARAJAS,"Cl. MARIO ALDAMA, MZ-73 LT-15",Tláhuac,13180,BO SAN MIGUEL DEL PBO SANTA CATARINA YECAHUIZOTL,Cuidad de México,5543900712,5630307010,alfonsorubalcava04@economia.unam.mx,proyecto/data/photos/photo_RUBS040124MCMPWY35.jpg,Facultad de Economía,Instituto de Ciencias Nucleares,No aplica,True,True,False
PEPA020601MYZIGI48,EVERARDO,PEREZ,PEREZ,"Avd. HIDALGO, 180 Dpto. B-204",Iztacalco,83000,SANTA ANITA,Cuidad de México,5621942475,5573253189,everardoperez02@medicina.unam.mx,proyecto/data/photos/photo_PEPA020601MYZIGI48.png,Facultad de Medicina,No aplica,No aplica,True,False,False
AVMR000321MYXTYP47,FILIBERTO,AVENDAÑO,MONTES,Rodolfo Gaona 10 Ret 1 Edif 83 Ent a Depto 402,Miguel Hidalgo,11200,Lomas de Sotelo,Cuidad de México,5608386549,5515744424,filibertomontes00@fca.unam.mx,proyecto/data/photos/photo_AVMR000321MYXTYP47.jpg,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
COMS990821MBBUJZ77,CARLOS,CONTRERAS,MELENDEZ,Holbein 227 Desp 203,Benito Juárez,37200,NOCHE BUENA,Cuidad de México,5586697078,5608476735,carloscontreras99@arquitectura.unam.mx,proyecto/data/photos/photo_COMS990821MBBUJZ77.png,Facultad de Arquitectura,No aplica,No aplica,True,False,False
ROBM070106MONPYK22,JAVIER GUADALUPE,ROMAN,BERNAL,BAHIA ESPIRITU SANTO 43 TORRE AIRE DEPTO 1103,Miguel Hidalgo,11320,ANAHUAC,Cuidad de México,5519989803,5580053544,javierbernal07@economia.unam.mx,proyecto/data/photos/photo_ROBM070106MONPYK22.jpg,Facultad de Economía,No aplica,No aplica,True,False,False
LEBN051004MCINOW79,JUAN ANTONIO,LEYVA,BARRERA,Alhondiga de Granaditas Mz 15 Lt 89,Iztapalapa,96400,Lomas de la Estancia,Cuidad de México,5656764877,5609860136,juanleyva05@medicina.unam.mx,proyecto/data/photos/photo_LEBN051004MCINOW79.jpg,Facultad de Medicina,No aplica,No aplica,True,False,False
HEJR030925MVOAFH71,ABRAHAM,HERNANDEZ,JULIO,Fray Servando Teresa de Mier 804 Edif C Depto 1 J,Venustiano Carranza,15900,Jardin Balbuena,Cuidad de México,5521655635,5532528969,abrahamhernandez03@arquitectura.unam.mx,proyecto/data/photos/photo_HEJR030925MVOAFH71.png,Facultad de Arquitectura,No aplica,No aplica,True,False,False
LUSR660825MCYZZD93,ALFONSO,LUCIO,SOLIS,ALAMO L-5,Iztapalapa,96090,SANTIAGO ACAHUALTEPEC,Cuidad de México,5679424030,5556780589,alfonsosolis66@tienda.unam.mx,proyecto/data/photos/photo_LUSR660825MCYZZD93.jpg,No aplica,No aplica,Tienda UNAM,False,False,True
GAMG060725MGRGCX31,SERGIO,GARCIA,MARTINEZ,Mar del Norte 24 Depto 206-C,Azcapotzalco,20900,San Alvaro,Cuidad de México,5507585592,5690617105,sergiogarcia06@polacas.unam.mx,proyecto/data/photos/photo_GAMG060725MGRGCX31.png,Facultad de Ciencias Políticas y Sociales,No aplica,No aplica,True,False,False
MAAE800108MCEBPP20,ALEJANDRO DE JESUS,MARTINEZ,ANGULO,San Antonio Tomatlan 78 Depto D 303,Venustiano Carranza,15100,Centro,Cuidad de México,5574515251,5573286241,alejandromartinez80@biologicas.unam.mx,proyecto/data/photos/photo_MAAE800108MCEBPP20.jpg,No aplica,Instituto de Biolgía,No aplica,False,True,False
SOGN031025MGJRXI14,GERMAN,SOTO,GUERRERO,Plutarco Elias Calles 8 6 302,Iztacalco,86200,Barrio los Reyes,Cuidad de México,5532269149,5506693754,germanguerrero03@derecho.unam.mx,proyecto/data/photos/photo_SOGN031025MGJRXI14.png,Facultad de Derecho,No aplica,No aplica,True,False,False
ALRE030825MPMXZO98,JOSE LUIS,ALANIS,RODRIGUEZ,Playa Salagua 584,Iztacalco,88400,Reforma Iztaccihuatl,Cuidad de México,5698323115,5592201075,joserodriguez03@ciencias.unam.mx,proyecto/data/photos/photo_ALRE030825MPMXZO98.png,Facultad de Ciencias,Instituto de Geografía,No aplica,True,True,False
FAZJ050619MMUETV71,JOSE MARTIN,FAVELA,ZAMORANO,"Cda. PINO, MZ-27 LT-5",Tláhuac,13219,LAS ARBOLEDAS,Cuidad de México,5556257174,5624469763,josefavela05@derecho.unam.mx,proyecto/data/photos/photo_FAZJ050619MMUETV71.png,Facultad de Derecho,No aplica,No aplica,True,False,False
ANRB630519MSVQQM47,DAVID,ANAYA,REYES,Calle 28 268,Gustavo A. Madero,76000,Guadalupe Proletaria,Cuidad de México,5546979866,5667208970,davidreyes63@cepe.unam.mx,proyecto/data/photos/photo_ANRB630519MSVQQM47.jpg,No aplica,No aplica,CEPE,False,False,True
VADJ030315MOSPMG93,NICOLAS,VADILLO,DE PAZ,Mercaderes Edif R Flores Magon Ent B Depto 003,Azcapotzalco,24300,U Hab El Rosario,Cuidad de México,5689256181,5533711406,nicolasvadillo03@economia.unam.mx,proyecto/data/photos/photo_VADJ030315MOSPMG93.png,Facultad de Economía,Instituto de Ciencias del Mar y Limnología,No aplica,True,True,False
GAMA020917MHWGTS21,JOSE VALENTIN,GARCIA,MEDINA,"Cl. EDZNA, 118",Benito Juárez,36300,INDEPENDENCIA,Cuidad de México,5629447258,5553613860,josegarcia02@arquitectura.unam.mx,proyecto/data/photos/photo_GAMA020917MHWGTS21.png,Facultad de Arquitectura,No aplica,No aplica,True,False,False
DUCR050804MJMUUV95,JOSE MANUEL,DUEÑAS,CORRAL,JUARES 11A,Tlalpan,14400,San Andres Totoltepec,Cuidad de México,5500112512,5505444510,josecorral05@ciencias.unam.mx,proyecto/data/photos/photo_DUCR050804MJMUUV95.jpg,Facultad de Ciencias,No aplica,No aplica,True,False,False
CASJ060403MHMSTT57,JESUS ARIEL,CAUICH,SALAS,Rio Churubusco 1611 Edif. 7 Depto 102,Iztacalco,87300,Gabriel Ramos Millan,Cuidad de México,5593662797,5681092171,jesuscauich06@fca.unam.mx,proyecto/data/photos/photo_CASJ060403MHMSTT57.jpg,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
GATR750728MTXLPI74,VALENTIN,GARCIA,TAPIA,"Avd. INDUSTRIA, 76 Edif. B, Dpto. B-005",Venustiano Carranza,15530,MOCTEZUMA 2A. SECCION,Cuidad de México,5600046104,5677095650,valentintapia75@deporte.unam.mx,proyecto/data/photos/photo_GATR750728MTXLPI74.jpg,No aplica,No aplica,Medicina del Deporte,False,False,True
ECGO790828MCHGPH40,JOSE LUIS,ECHEVERRIA,GONZALEZ,Norte 80 5632 1,Gustavo A. Madero,78390,Gertrudis Sanchez,Cuidad de México,5549533844,5677639387,joseecheverria79@tienda.unam.mx,proyecto/data/photos/photo_ECGO790828MCHGPH40.jpg,No aplica,No aplica,Tienda UNAM,False,False,True
SAAI020203MSRAAU08,ROGER ANTONIO,SALGADO,AGUILAR,M. GONZALEZ 321 COND-D EDIF-9  DEPTO-204,Cuauhtémoc,69200,SAN SIMON TOLNAHUAC,Cuidad de México,5600723999,5594955696,rogeraguilar02@medicina.unam.mx,proyecto/data/photos/photo_SAAI020203MSRAAU08.png,Facultad de Medicina,No aplica,No aplica,True,False,False
DERL011005MABAPZ09,JOSE ENRIQUE,DE LEON,RODRIGUEZ,J Manuel Torrea Sup Mz 3 Edif a 23 Depto 202,Azcapotzalco,24300,U Hab Presidente Madero,Cuidad de México,5624712540,5628533551,josede leon01@fca.unam.mx,proyecto/data/photos/photo_DERL011005MABAPZ09.jpg,Facultad de Contaduría y Administración,Instituto de Fisiología Celular,No aplica,True,True,False
SACG990616MHVJGW57,NESTOR ARTURO,SALAS,CASTILLO,Calle 4 M-73 L-28,Iztapalapa,99200,Lopez Portillo,Cuidad de México,5592684528,5620790124,nestorsalas99@derecho.unam.mx,proyecto/data/photos/photo_SACG990616MHVJGW57.jpg,Facultad de Derecho,No aplica,No aplica,True,False,False
ANCA061101MPZITX36,ARTURO,ANGUIANO,CORDOVA,Tlacatecutli Lt 1 Mz 47,Iztapalapa,98400,Los Reyes Culhuacan 47,Cuidad de México,5514517559,5551051545,arturoanguiano06@polacas.unam.mx,proyecto/data/photos/photo_ANCA061101MPZITX36.jpg,Facultad de Ciencias Políticas y Sociales,No aplica,No aplica,True,False,False
ALLM020610MCPSKM33,JAVIER,ALVARADO,LOPEZ,Naranjo 131 Dpto.  104,Cuauhtémoc,64000,Sta Ma la Ribera,Cuidad de México,5592578281,5588154601,javierlopez02@mvz.unam.mx,proyecto/data/photos/photo_ALLM020610MCPSKM33.png,Facultad de Medicina Veterinaria y Zootecnia,No aplica,No aplica,True,False,False
LOPL530417MJFPIS53,MARTIN HUMBERTO,LOPEZ,PONCE,Cantunil Lt 10 Mz 81,Tlalpan,14100,Pedregal de San Nicolas Totolapan,Cuidad de México,5669219750,5544288303,martinponce53@dgdc.unam.mx,proyecto/data/photos/photo_LOPL530417MJFPIS53.png,No aplica,No aplica,Universum,False,False,True
FRSF720908MTFIKL03,DEMETRIO,FRIAS,SEGURA,Yurecuaro 123 Depto a 102,Venustiano Carranza,15200,Janitzio,Cuidad de México,5656112782,5559993293,demetriofrias72@tienda.unam.mx,proyecto/data/photos/photo_FRSF720908MTFIKL03.png,No aplica,No aplica,Tienda UNAM,False,False,True
ARMJ991001MNBOAR44,JESUS,ARENAS,MARTINEZ,Gabriel Guerra 14 Ed. D-2 Depto. 104,Gustavo A. Madero,72400,El Arbolillo  III,Cuidad de México,5631778219,5535934892,jesusarenas99@polacas.unam.mx,proyecto/data/photos/photo_ARMJ991001MNBOAR44.jpg,Facultad de Ciencias Políticas y Sociales,No aplica,No aplica,True,False,False
VAMF740706MPEZST64,NELSON,VALDIVIA,MANZANO,"Eje 2 NORTE CANAL DEL NORTE, 476 Edif. A1, Dpto. E-202",Venustiano Carranza,15309,5ï¿½ TRAMO 20 DE NOVIEMBRE,Cuidad de México,5582762832,5590530967,nelsonmanzano74@quimica.unam.mx,proyecto/data/photos/photo_VAMF740706MPEZST64.png,No aplica,Instituto de Química,No aplica,False,True,False
CEAL971102MDMSII33,ILDEFONSO,CELIS,ALVAREZ,"Cl. ESTEBAN AEDI, 198 Edif. 7, Dpto. 303",Tláhuac,13300,BARRIO SANTA ANA PONIENTE,Cuidad de México,5559041742,5669019552,ildefonsoalvarez97@ingenieria.unam.mx,proyecto/data/photos/photo_CEAL971102MDMSII33.png,Facultad de Ingeniería,No aplica,No aplica,True,False,False
AMGF790322MCOXWF54,ALEJANDRO ANTONIO,AMADOR,GARCIA,AV 35 L-1,Tlalpan,14730,LOMAS CUILOTEPEC,Cuidad de México,5685317448,5619707799,alejandrogarcia79@tienda.unam.mx,proyecto/data/photos/photo_AMGF790322MCOXWF54.png,No aplica,No aplica,Tienda UNAM,False,False,True
DEMI870330MMSLCI08,LUIS CARLOS,DELGADO,MARTINEZ,Yaquis 169,Tlalpan,14430,Tlalcoligia,Cuidad de México,5634714649,5560232918,luisdelgado87@ii.unam.mx,proyecto/data/photos/photo_DEMI870330MMSLCI08.png,No aplica,Instituto de Ingeniería,No aplica,False,True,False
COLJ550216MGBHDW98,ROBERTO,CORTES,LOPEZ,Jose Maria Correa 168 3,Cuauhtémoc,68900,Asturias,Cuidad de México,5685632227,5649368781,robertocortes55@cepe.unam.mx,proyecto/data/photos/photo_COLJ550216MGBHDW98.png,No aplica,No aplica,CEPE,False,False,True
GUBB010208MONFCB69,MIGUEL ANGEL,GUERRERO,BORRAZ,Oriente 174 456,Venustiano Carranza,15530,Moctezuma,Cuidad de México,5655523865,5529946147,miguelguerrero01@ingenieria.unam.mx,proyecto/data/photos/photo_GUBB010208MONFCB69.jpg,Facultad de Ingeniería,No aplica,No aplica,True,False,False
ANBG800624MVYXPU25,MIGUEL ANGEL,ANTONIO,BELTRAN,Noras Mz 34 Lt 37,Iztapalapa,97800,Lomas de San Lorenzo,Cuidad de México,5536113400,5548467025,miguelbeltran80@dgp.unam.mx,proyecto/data/photos/photo_ANBG800624MVYXPU25.jpg,No aplica,No aplica,Rectoría,False,False,True
TOBH720119MCFKFM20,MIGUEL ANGEL,TORRES,BRISEÃ¿O,Poniente 5 11,Gustavo A. Madero,79000,Cuchilla del Tesoro,Cuidad de México,5525597356,5665238582,migueltorres72@deporte.unam.mx,proyecto/data/photos/photo_TOBH720119MCFKFM20.jpg,No aplica,No aplica,Medicina del Deporte,False,False,True
PIRJ030230MJBNXE47,ARMANDO,PIEDRA,RUIZ,AV HORACIO 1855 11ï¿½ PISO 14ï¿½ NIVEL OFNA 705,Miguel Hidalgo,11510,POLANCO I SECCION,Cuidad de México,5517367136,5574965287,armandopiedra03@derecho.unam.mx,proyecto/data/photos/photo_PIRJ030230MJBNXE47.png,Facultad de Derecho,No aplica,No aplica,True,False,False
SAGA040122MCQDDL66,LUIS JESUS,SANTIZ,GARCIA,"Cl. JUAN DE DIOS PEZA, MZ-2 LT-16",Iztapalapa,97200,LA ERA,Cuidad de México,5568725727,5603202966,luisgarcia04@psicologia.unam.mx,proyecto/data/photos/photo_SAGA040122MCQDDL66.jpg,Facultad de Psicología,No aplica,No aplica,True,False,False
BAGE790124MGSPRU12,RAYMUNDO,BAUTISTA,GARCIA,La Era 12,Azcapotzalco,22400,San Andres,Cuidad de México,5603339674,5507168817,raymundogarcia79@tienda.unam.mx,proyecto/data/photos/photo_BAGE790124MGSPRU12.png,No aplica,No aplica,Tienda UNAM,False,False,True
CEGJ070804MDVBUI03,ADOLFO,CERVANTES,GOMEZ,"Cl. SAN GABRIEL, MZ-644 LT-24",Coyoacán,46000,PEDREGAL DE SANTA URSULA,Cuidad de México,5536017417,5559161673,adolfocervantes07@quimica.unam.mx,proyecto/data/photos/photo_CEGJ070804MDVBUI03.jpg,Facultad de Química,No aplica,No aplica,True,False,False
CAVL021122MCMCNO24,JONATAN,CAMACHO,VALENCIA,Gerentes 38bis,Iztapalapa,94200,San Jose Aculco,Cuidad de México,5609450145,5523380784,jonatanvalencia02@quimica.unam.mx,proyecto/data/photos/photo_CAVL021122MCMCNO24.jpg,Facultad de Química,No aplica,No aplica,True,False,False
GADB030216MBIUFD64,ROBERTO,GARCIA,DELGADILLO,Romero de Terreros 209 Depto 1,Benito Juárez,31000,DEL VALLE NORTE,Cuidad de México,5530697273,5635151589,robertodelgadillo03@ciencias.unam.mx,proyecto/data/photos/photo_GADB030216MBIUFD64.png,Facultad de Ciencias,No aplica,No aplica,True,False,False
DIRM040307MQZTYM05,VICTOR MANUEL,DIAZ,RAMIREZ,EDUARDO MOLINA 1720 EST 1537,Gustavo A. Madero,74000,SALVADOR DIAZ MIRON,Cuidad de México,5633393688,5531900597,victordiaz04@psicologia.unam.mx,proyecto/data/photos/photo_DIRM040307MQZTYM05.png,Facultad de Psicología,No aplica,No aplica,True,False,False
MABA791023MYOQQQ55,MAURICIO,MARTINEZ,BAUTISTA,LATERAL AUTOPISTA MEX TOL 1190 T C 1604,Cuajimalpa,53000,SANTA FE CRUZ MANCA,Cuidad de México,5612840088,5699977063,mauriciomartinez79@iimas.unam.mx,proyecto/data/photos/photo_MABA791023MYOQQQ55.png,No aplica,Instituto de Investigaciones en Matemáticas Aplicadas y Sistemas,No aplica,False,True,False
BAAA050223MMBHTU57,LUIS FIDEL,BAUTISTA,AGUILLON,"Av.Vallejo 1149 Local ""D"" 0",Gustavo A. Madero,77200,La Patera Vallejo,Cuidad de México,5509018119,5566068352,luisaguillon05@derecho.unam.mx,proyecto/data/photos/photo_BAAA050223MMBHTU57.png,Facultad de Derecho,No aplica,No aplica,True,False,False
BOPM040214MNAJVA88,JULIO,BOCANEGRA,PEREZ,N Leon 111 Dep a 4 u Kennedy,Venustiano Carranza,15900,Jardin Balbuena,Cuidad de México,5537965055,5580462719,juliobocanegra04@derecho.unam.mx,proyecto/data/photos/photo_BOPM040214MNAJVA88.jpg,Facultad de Derecho,No aplica,No aplica,True,False,False
ZUDG030707MSETXC89,MIGUEL ANGEL,ZUNUN,DIAZ,Felix Cuevas 831 Estacionamiento 1,Benito Juárez,31000,DEL VALLE SUR,Cuidad de México,5618047965,5521820821,migueldiaz03@mvz.unam.mx,proyecto/data/photos/photo_ZUDG030707MSETXC89.jpg,Facultad de Medicina Veterinaria y Zootecnia,No aplica,No aplica,True,False,False
VAAM821020MSUUKV97,MARCO AURELIO,VALENCIA,AGUIRRE,Lazaro Cardenas 24 Bis,Xochimilco,16500,Sta Cruz Acalpixca,Cuidad de México,5666023921,5511493218,marcovalencia82@deporte.unam.mx,proyecto/data/photos/photo_VAAM821020MSUUKV97.jpg,No aplica,No aplica,Alberca,False,False,True
ALOF810920MQIABC17,MIGUEL,ALVAREZ,OLIVA,Terreno Tochtepec,Tlalpan,14540,Po. San Miguel Topilejo,Cuidad de México,5690754495,5590619556,miguelalvarez81@dgp.unam.mx,proyecto/data/photos/photo_ALOF810920MQIABC17.jpg,No aplica,No aplica,Rectoría,False,False,True
LUCL740226MNAIFY02,DAVID ALEJANDRO,LUCIO,CANALES,"2 NORTE MANUEL GONZALEZ, 98 Edif. B, Dpto. 606",Cuauhtémoc,69000,NONOALCO TLATELOLCO,Cuidad de México,5574307431,5542712725,davidcanales74@dgdc.unam.mx,proyecto/data/photos/photo_LUCL740226MNAIFY02.jpg,No aplica,No aplica,Universum,False,False,True
NALJ760825MCQDOS97,RAMON,NARCIA,LUEVANOS,PASEO DE LAS BUGAMBILIAS 500 CONJ C LOTE 11,Cuajimalpa,51200,BOSQUES DE LAS LOMAS,Cuidad de México,5580307875,5618241713,ramonnarcia76@tienda.unam.mx,proyecto/data/photos/photo_NALJ760825MCQDOS97.png,No aplica,No aplica,Tienda UNAM,False,False,True
CACJ780202MYBMRZ96,ISAEL,CAMACHO,CIAU,Av Acueducto Lt 37 Mz 71,Gustavo A. Madero,73100,Candelaria Ticoman,Cuidad de México,5619751675,5651160484,isaelciau78@tv.unam.mx,proyecto/data/photos/photo_CACJ780202MYBMRZ96.png,No aplica,No aplica,TV UNAM,False,False,True
FLGL981101MBVWGB75,NARCISO,FLORES,GUTIERREZ,CAMPO BELLO S N EDIF J 1 DEPTO 506,Azcapotzalco,22100,U Hab Xochinahuac,Cuidad de México,5613621069,5504822846,narcisogutierrez98@fca.unam.mx,proyecto/data/photos/photo_FLGL981101MBVWGB75.jpg,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
BERE041010MZWNAC40,LORENZO,BELTRAN,RAMIREZ,Insurgentes Sur 569 Ofician 102,Benito Juárez,38100,Napoles,Cuidad de México,5683459484,5513380773,lorenzobeltran04@derecho.unam.mx,proyecto/data/photos/photo_BERE041010MZWNAC40.png,Facultad de Derecho,No aplica,No aplica,True,False,False
RODD030722MHXGCP86,JAVIER,RODRIGUEZ,DOMINGUEZ,Act Brigida Alvarez Mz 51 Lt 29,Iztapalapa,97400,Presidentes de Mexico,Cuidad de México,5589505733,5566864036,javierdominguez03@odontologia.unam.mx,proyecto/data/photos/photo_RODD030722MHXGCP86.jpg,Facultad de Odontología,No aplica,No aplica,True,False,False
LLGG990405MYUMXJ29,JESUS,LLAMAS,GARCIA,Oyametla Z 03 Mz 535 a Lt 03,Álvaro Obregón,18600,La Era,Cuidad de México,5509814298,5526248774,jesusgarcia99@economia.unam.mx,proyecto/data/photos/photo_LLGG990405MYUMXJ29.png,Facultad de Economía,No aplica,No aplica,True,False,False
BOGL810903MNPXMB48,ROBERTO,BONILLA,GONZALEZ,"Avd. CUAUTEPEC, 1650 Sec. COND-3, Dpto. E-304",Gustavo A. Madero,72800,JORGE NEGRETE,Cuidad de México,5541711762,5508543305,robertobonilla81@posgrado.unam.mx,proyecto/data/photos/photo_BOGL810903MNPXMB48.png,No aplica,No aplica,Unidad de Posgrado,False,False,True
OVMR000205MSWWTD99,JUAN,OVANDO,MARTINEZ,GENERAL ARISTA 50 DEPTO 1 G 5,Miguel Hidalgo,11260,Argentina Antigua,Cuidad de México,5530859679,5692356903,juanovando00@polacas.unam.mx,proyecto/data/photos/photo_OVMR000205MSWWTD99.png,Facultad de Ciencias Políticas y Sociales,No aplica,No aplica,True,False,False
ESLE001104MAPJZF16,CARLOS,ESCOBEDO,LANDA,"Cl. MONTE ALBAN, 84 Dpto.",Benito Juárez,30230,NARVARTE ORIENTE,Cuidad de México,5622322366,5694926489,carlosescobedo00@psicologia.unam.mx,proyecto/data/photos/photo_ESLE001104MAPJZF16.jpg,Facultad de Psicología,No aplica,No aplica,True,False,False
MABU010827MTWGHF06,MARCO ANTONIO,MARTINEZ,BELLO,Tasque@A 1221,Coyoacán,42000,Campestre Churubusco,Cuidad de México,5587814925,5677468316,marcobello01@polacas.unam.mx,proyecto/data/photos/photo_MABU010827MTWGHF06.png,Facultad de Ciencias Políticas y Sociales,No aplica,No aplica,True,False,False
DOMH010624MGEBVX33,JUSTINO,DOMINGUEZ,MORENO,"Cl. MAYAS, MZ-101 LT-31",Coyoacán,43000,AJUSCO,Cuidad de México,5567377176,5666078932,justinomoreno01@ingenieria.unam.mx,proyecto/data/photos/photo_DOMH010624MGEBVX33.png,Facultad de Ingeniería,No aplica,No aplica,True,False,False
MAAM030730MSVLHP91,JULIO,MARTINEZ,AYALA,Bruno Traven 30 Depto 403 B,Benito Juárez,33400,GENERAL PEDRO MA ANAYA,Cuidad de México,5504193672,5617250625,juliomartinez03@medicina.unam.mx,proyecto/data/photos/photo_MAAM030730MSVLHP91.jpg,Facultad de Medicina,No aplica,No aplica,True,False,False
RECE011017MHJGVJ55,JOSE LUIS,RESENDEZ,CASTORENA,Hornitos N.36 Edif. B Depto.b-401,Cuajimalpa,52400,Granjas Navidad,Cuidad de México,5591348916,5609806156,joseresendez01@polacas.unam.mx,proyecto/data/photos/photo_RECE011017MHJGVJ55.jpg,Facultad de Ciencias Políticas y Sociales,No aplica,No aplica,True,False,False
CHLJ010925MCNRBS61,ALEJANDRO,CHULIM,LOPEZ,De la Lluvia 419,Álvaro Obregón,19000,Jardines del Pedregal,Cuidad de México,5657601766,5673796244,alejandrolopez01@ciencias.unam.mx,proyecto/data/photos/photo_CHLJ010925MCNRBS61.png,Facultad de Ciencias,No aplica,No aplica,True,False,False
ROGR540916MTBSWG12,HUGO ADALBERTO,RODAS,GUTIERREZ,Av Independencia 52,Milpa Alta,12200,Bo Nuchtla,Cuidad de México,5582302875,5606158008,hugogutierrez54@posgrado.unam.mx,proyecto/data/photos/photo_ROGR540916MTBSWG12.png,No aplica,No aplica,Unidad de Posgrado,False,False,True
TOAJ010406MTYYUM90,ISIDRO,TORRES,ARZOLA,Manuel Tello 168,Venustiano Carranza,15670,Adolfo Lopez Mateos,Cuidad de México,5537289770,5619430138,isidroarzola01@medicina.unam.mx,proyecto/data/photos/photo_TOAJ010406MTYYUM90.jpg,Facultad de Medicina,No aplica,No aplica,True,False,False
RUPI030705MBXFCT32,RICARDO,RUIZ,PEREZ,Orquideas Zona 1 Mz 7 Lt 13,Tlalpan,14749,Chimili,Cuidad de México,5598747942,5693730424,ricardoperez03@filosofia.unam.mx,proyecto/data/photos/photo_RUPI030705MBXFCT32.jpg,Facultad de Filosofía y Letras,No aplica,No aplica,True,False,False
TODR060101MCWOUZ65,EDUARDO,TOVAR,DE,Azahares Lt 4 Mz 43,Gustavo A. Madero,74100,Juan Gonzalez Romero,Cuidad de México,5666338459,5691807797,eduardode06@economia.unam.mx,proyecto/data/photos/photo_TODR060101MCWOUZ65.jpg,Facultad de Economía,No aplica,No aplica,True,False,False
